geography_desc,year_desc,category,commodity_desc,amount,unit_desc
China,1996,Macroeconomic data,Gross output value: Crops,13539.75,100 mil. yuan
China,1996,Macroeconomic data,Gross output value: Fisheries,2020.43,100 mil. yuan
China,1996,Macroeconomic data,Gross output value: Forestry,778.01,100 mil. yuan
China,1996,Macroeconomic data,"Imports: Edible oils, fats & waxes",1697,Million U.S. dollars
China,1996,Macroeconomic data,Imports: Food & live animals used for food,5672,Million U.S. dollars
China,1996,Macroeconomic data,Imports: Tobacco & beverages,497,Million U.S. dollars
China,1996,Macroeconomic data,Population,122389,10000
China,1996,Macroeconomic data,Rural employment,45288,10000
China,1996,Macroeconomic data,"Rural employment in farming, forestry, fisheries",32260.4,10000
China,1996,Macroeconomic data,Rural population,85085,10000
China,1996,Macroeconomic data,Total employment,68950,10000
China,1996,Macroeconomic data,Total exports (million),151050,Million U.S. dollars
China,1996,Macroeconomic data,Total imports (million),138830,Million U.S. dollars
China,1996,Macroeconomic data,Total wages (100 million yuan),9080,100 mil. yuan
China,1996,Macroeconomic data,Urban population,37304,10000
China,1996,Price indexes,Ag input purchase price index,108.4,Previous year=100
China,1996,Price indexes,Ag input: Chemical fertilizer,110.8,Previous year=100
China,1996,Price indexes,Ag input: Farm machinery,103.6,Previous year=100
China,1996,Price indexes,Ag input: Feed & forage,109.6,Previous year=100
China,1996,Price indexes,Ag input: Oil for fam machinery,103.9,Previous year=100
China,1996,Price indexes,Ag input: Pesticides,109.5,Previous year=100
China,1996,Price indexes,Ag input: Small farm tools,113.2,Previous year=100
China,1996,Price indexes,Ag input: Young livestock & fowl,102.7,Previous year=100
China,1996,Price indexes,Ag product farm price: Corn,95.4,Previous year=100
China,1996,Price indexes,Ag product farm price: Cotton,103.2,Previous year=100
China,1996,Price indexes,Ag product farm price: Eggs,113.2,Previous year=100
China,1996,Price indexes,Ag product farm price: Livestock & poultry,103.3,Previous year=100
China,1996,Price indexes,Ag product farm price: Oilseeds,96.6,Previous year=100
China,1996,Price indexes,Ag product farm price: Pigs,102.2,Previous year=100
China,1996,Price indexes,Ag product farm price: Rice paddy,104.2,Previous year=100
China,1996,Price indexes,Ag product farm price: Soybean,128.2,Previous year=100
China,1996,Price indexes,Ag product farm price: Sugar,118.6,Previous year=100
China,1996,Price indexes,Ag product farm price: Vegetables,102,Previous year=100
China,1996,Price indexes,Ag product farm price: Wheat,109.2,Previous year=100
China,1996,Price indexes,Ag product purchase price index,104.2,Previous year=100
China,1996,Price indexes,Consumer price index,327.9,1985=100
China,1996,Price indexes,Consumer price index,108.3,Previous year=100
China,1996,Price indexes,CPI: Alcohol beverages,106.1,Previous year=100
China,1996,Price indexes,CPI: Dairy,110.8,Previous year=100
China,1996,Price indexes,CPI: Edible oils,92.1,Previous year=100
China,1996,Price indexes,CPI: Eggs,116.5,Previous year=100
China,1996,Price indexes,CPI: Fish & shrimp,106,Previous year=100
China,1996,Price indexes,CPI: Food,107.6,Previous year=100
China,1996,Price indexes,CPI: Fruit & melons,104.5,Previous year=100
China,1996,Price indexes,CPI: Grain,103.9,Previous year=100
China,1996,Price indexes,CPI: Meat,104.5,Previous year=100
China,1996,Price indexes,CPI: Sugar,95.6,Previous year=100
China,1996,Price indexes,CPI: Tobacco,104.9,Previous year=100
China,1996,Price indexes,CPI-vegetables,119.1,Previous year=100
China,1996,Price indexes,Ex-factory price of clothing products,100.5,Previous year=100
China,1996,Price indexes,Ex-factory price of food products,104.7,Previous year=100
China,1996,Price indexes,Retail price index,106.1,Previous year=100
China,1996,Price indexes,Retail price index,377.8,(1978=100)
China,1996,Price indexes,Rural CPI,107.9,Previous year=100
China,1996,Price indexes,Urban CPI,108.8,Previous year=100
China,1996,Rural per capita consumption,Alcoholic beverages,7.11,Kilograms
China,1996,Rural per capita consumption,Aquatic products,3.37,Kilograms
China,1996,Rural per capita consumption,Edible oils,6.07,Kilograms
China,1996,Rural per capita consumption,Fine grains (wheat & rice),210.79,Kilograms
China,1996,Rural per capita consumption,Fresh eggs,3.35,Kilograms
China,1996,Rural per capita consumption,Fruits ,15.63,Kilograms
China,1996,Rural per capita consumption,Grain ,256.19,Kilograms
China,1996,Rural per capita consumption,Milk and Dairy,0.8,Kilograms
China,1996,Rural per capita consumption,Per capita food expenditures,885.5,Yuan
China,1996,Rural per capita consumption,Per capita living expenditures,1572.1,Yuan
China,1996,Rural per capita consumption,Per capita net income,1926.1,Yuan
China,1996,Rural per capita consumption,"Pork, beef & mutton",12.9,Kilograms
China,1996,Rural per capita consumption,Poultry,1.93,Kilograms
China,1996,Rural per capita consumption,Rice,130.25,Kilograms
China,1996,Rural per capita consumption,Sugar,1.37,Kilograms
China,1996,Rural per capita consumption,Vegetables,106.26,Kilograms
China,1996,Rural per capita consumption,Wheat,80.54,Kilograms
China,1996,Urban per capita consumption,Alcoholic beverages,9.72,Kilograms
China,1996,Urban per capita consumption,Aquatic products,9.25,Kilograms
China,1996,Urban per capita consumption,Beef & mutton,3.29,Kilograms
China,1996,Urban per capita consumption,Cigarettes,27.7,Boxes
China,1996,Urban per capita consumption,Edible vegetable oils,7.13,Kilograms
China,1996,Urban per capita consumption,Fresh eggs,9.64,Kilograms
China,1996,Urban per capita consumption,Grain,94.68,Kilograms
China,1996,Urban per capita consumption,Milk,5.56,Kilograms
China,1996,Urban per capita consumption,Per capita disposable income,4838.9,Yuan
China,1996,Urban per capita consumption,Per capita food expenditures,1904.7,Yuan
China,1996,Urban per capita consumption,Per capita living expenditures,3919.5,Yuan
China,1996,Urban per capita consumption,Pork,17.07,Kilograms
China,1996,Urban per capita consumption,Poultry,3.97,Kilograms
China,1996,Urban per capita consumption,Sugar,1.71,Kilograms
China,1996,Urban per capita consumption,Vegetables,118.51,Kilograms
China,1995,Agricultural inputs,Ag employment (primary industry),355.3,million
China,1995,Agricultural inputs,Compound fertilizer,6708,1000 tons
China,1995,Agricultural inputs,Cultivated land area,94971,1000 hectares
China,1995,Agricultural inputs,Irrigated area,49281.2,1000 hectares
China,1995,Agricultural inputs,Irrigated area by mech/elec pump,32205,1000 hectares
China,1995,Agricultural inputs,Nitrogenous fertilizer,20219,1000 tons
China,1995,Agricultural inputs,Pesticide use,1087.044,1000 tons
China,1995,Agricultural inputs,Phosphate fertilizer,6324,1000 tons
China,1995,Agricultural inputs,Potash fertilizer,2685,1000 tons
China,1995,Agricultural inputs,Rural electricity consumption,165.57,Billion kwh
China,1995,Agricultural inputs,Total fertilizer consumption,35937,1000 tons
China,1995,Agricultural inputs,Total power of ag machinery,36118.1,10000 kw
China,1995,Animals slaughtered,Cattle,30497,1000
China,1995,Animals slaughtered,Hogs,480510,1000
China,1995,Animals slaughtered,Sheep & goats,165373,1000
China,1995,Crop production,Apples,14007.662,1000 tons
China,1995,Crop production,Bananas,3125.003,1000 tons
China,1995,Crop production,Beans,17875,1000 tons
China,1995,Crop production,Citrus,8224.984,1000 tons
China,1995,Crop production,Corn,111987,1000 tons
China,1995,Crop production,Cotton,4768,1000 tons
China,1995,Crop production,Dates,782,1000 tons
China,1995,Crop production,Early rice,42224,1000 tons
China,1995,Crop production,Fiber crops,897,1000 tons
China,1995,Crop production,Fruit,42146.267,1000 tons
China,1995,Crop production,Grain,466618,1000 tons
China,1995,Crop production,Grapes,1741.707,1000 tons
China,1995,Crop production,Late rice,59081,1000 tons
China,1995,Crop production,Middle rice,91646.641,1000 tons
China,1995,Crop production,Millet,3021.4,1000 tons
China,1995,Crop production,Oil crops,22503,1000 tons
China,1995,Crop production,Peanuts,10235,1000 tons
China,1995,Crop production,Pears,4942.445,1000 tons
China,1995,Crop production,Pineapple,539,1000 tons
China,1995,Crop production,Rapeseed,9777,1000 tons
China,1995,Crop production,Rice,185226,1000 tons
China,1995,Crop production,Sesame seed,583,1000 tons
China,1995,Crop production,Sorghum,4755,1000 tons
China,1995,Crop production,Soybeans,13504.2,1000 tons
China,1995,Crop production,Sugar beets,13984,1000 tons
China,1995,Crop production,Sugar cane,65417,1000 tons
China,1995,Crop production,Sunflowerseed,1269.499,1000 tons
China,1995,Crop production,Tea,589,1000 tons
China,1995,Crop production,Tobacco,2314,1000 tons
China,1995,Crop production,Tubers,32632.3,1000 tons
China,1995,Crop production,Vegetables & melons,257227,1000 tons
China,1995,Crop production,Wheat ,102213.259,1000 tons
China,1995,Crop sown area,Apples,2953,1000 hectares
China,1995,Crop sown area,Bananas,190,1000 hectares
China,1995,Crop sown area,Cereals,89310,1000 hectares
China,1995,Crop sown area,Citrus,1214,1000 hectares
China,1995,Crop sown area,Corn,22776,1000 hectares
China,1995,Crop sown area,Cotton,5422,1000 hectares
China,1995,Crop sown area,Early rice,8199.59,1000 hectares
China,1995,Crop sown area,Fiber crops,376,1000 hectares
China,1995,Crop sown area,Fruit orchards,8091,1000 hectares
China,1995,Crop sown area,Grain,110060,1000 hectares
China,1995,Crop sown area,Grapes,152,1000 hectares
China,1995,Crop sown area,Late rice,10088.61,1000 hectares
China,1995,Crop sown area,Melons,1101,1000 hectares
China,1995,Crop sown area,Middle rice,12456.68,1000 hectares
China,1995,Crop sown area,Millet,1522.77,1000 hectares
China,1995,Crop sown area,Muskmelon,148.5,1000 hectares
China,1995,Crop sown area,Oil crops,13101,1000 hectares
China,1995,Crop sown area,Peanuts,3809,1000 hectares
China,1995,Crop sown area,Pears,859,1000 hectares
China,1995,Crop sown area,Rapeseed,6907,1000 hectares
China,1995,Crop sown area,Rice,30744,1000 hectares
China,1995,Crop sown area,Sesame seed,642.17,1000 hectares
China,1995,Crop sown area,Sorghum,1215.53,1000 hectares
China,1995,Crop sown area,Soybeans,8126.52,1000 hectares
China,1995,Crop sown area,Sugar beets,695,1000 hectares
China,1995,Crop sown area,Sugar cane,1125,1000 hectares
China,1995,Crop sown area,Sunflowerseed,812.93,1000 hectares
China,1995,Crop sown area,Tea,1115,1000 hectares
China,1995,Crop sown area,Tobacco,1470,1000 hectares
China,1995,Crop sown area,Total sown area,149879,1000 hectares
China,1995,Crop sown area,Tubers,9519,1000 hectares
China,1995,Crop sown area,Vegetables,9515,1000 hectares
China,1995,Crop sown area,Vegetables & melons,10615,1000 hectares
China,1995,Crop sown area,Watermelons,865,1000 hectares
China,1995,Crop sown area,Wheat ,28860,1000 hectares
China,1995,Government expenditures on agriculture,Ag production & operating expenses,43.022,Billion yuan
China,1995,Government expenditures on agriculture,Capital construction,11,Billion yuan
China,1995,Government expenditures on agriculture,Rural relief funds,3.171,Billion yuan
China,1995,Government expenditures on agriculture,Science & technology promotion & trials,0.3,Billion yuan
China,1995,Government expenditures on agriculture,Total government expenditures for agriculture,57.493,Billion yuan
China,1995,Industrial output of selected products,Beer,1568.82,10000 Kiloliters
China,1995,Industrial output of selected products,Canned food,3105.7,1000 tons
China,1995,Industrial output of selected products,Chemical fertilizers,25481.4,1000 tons
China,1995,Industrial output of selected products,Chemical fibers,3411.7,1000 tons
China,1995,Industrial output of selected products,Chemical pesticides,416.5,1000 tons
China,1995,Industrial output of selected products,Cigarettes,34850.2,1000 cases
China,1995,Industrial output of selected products,Cloth,26016,Million meters
China,1995,Industrial output of selected products,Cotton cloth,13184,Million meters
China,1995,Industrial output of selected products,Edible vegetable oils,11445,1000 tons
China,1995,Industrial output of selected products,Electricity,1007.03,Billion kwh
China,1995,Industrial output of selected products,Household refrigerators,9185.4,1000 units
China,1995,Industrial output of selected products,Knitting wool,513.8,1000 tons
China,1995,Industrial output of selected products,Machine-made paper & paperboard ,28123,1000 tons
China,1995,Industrial output of selected products,Nitrogen fertilizer,18591.8,1000 tons
China,1995,Industrial output of selected products,Phosphate fertilizer,6626.4,1000 tons
China,1995,Industrial output of selected products,Silk,113.4,1000 tons
China,1995,Industrial output of selected products,Sugar,5586.4,1000 tons
China,1995,Industrial output of selected products,"Tractors, large and medium",63.3,1000 tons
China,1995,Industrial output of selected products,Woolen piece goods,653.92,Million meters
China,1995,Industrial output of selected products,Yarn,5422.5,1000 tons
China,1995,Livestock inventories,Buffalo,23584,1000
China,1995,Livestock inventories,Camels,351,1000
China,1995,Livestock inventories,Cattle & buffalo,132058,1000
China,1995,Livestock inventories,Dairy cattle,4172,1000
China,1995,Livestock inventories,Donkeys,10745,1000
China,1995,Livestock inventories,Hogs,441692,1000
China,1995,Livestock inventories,Horses,10071,1000
China,1995,Livestock inventories,Large animals,158617,1000
China,1995,Livestock inventories,Mules,5389,1000
China,1995,Livestock inventories,Sheep & goats,276856,1000
China,1995,Livestock inventories,Yellow cattle,99300,1000
China,1995,Livestock products,Aquatic products,25171.8,1000 tons
China,1995,Livestock products,Beef ,4154,1000 tons
China,1995,Livestock products,Cow milk,5764,1000 tons
China,1995,Livestock products,Eggs,16767,1000 tons
China,1995,Livestock products,Meat,42653,1000 tons
China,1995,Livestock products,Mutton,2015,1000 tons
China,1995,Livestock products,Other milk,964,1000 tons
China,1995,Livestock products,Pork ,36484,1000 tons
China,1995,Livestock products,Poultry,9347,1000 tons
China,1995,Macroeconomic data,Exchange rate,8.3514,Yuan per US$
China,1995,Macroeconomic data,"Exports: Edible oils, fats & waxes",454,Million U.S. dollars
China,1995,Macroeconomic data,Exports: Food & live animals used for food,9954,Million U.S. dollars
China,1995,Macroeconomic data,Exports: Tobacco & beverages,1370,Million U.S. dollars
China,1995,Macroeconomic data,GDP per capita,5045.729919,Yuan
China,1995,Macroeconomic data,GDP: Primary industry,1213.58114,Billion yuan
China,1995,Macroeconomic data,Gross domestic product,6079.372921,Billion yuan
